id,name,category,base_system,constraint,archetype,structurally_distinct,why_distinct,what_the_constraint_changes,components,nodes,edges
"identity-provider","SSO identity provider","Web & API","SSO identity provider","base","txn","no","Federation adds a hop to a system nobody may queue behind.","The straightforward shape, sized for steady load.","8","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"identity-provider-readheavy","SSO identity provider — read-heavy","Web & API","SSO identity provider","read-heavy","txn","no","Federation adds a hop to a system nobody may queue behind.","Reads dominate 50:1; the design lives or dies on hit rate.","9","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,cache:Edge cache","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"identity-provider-bursty","SSO identity provider — burst-tolerant","Web & API","SSO identity provider","burst-tolerant","txn","no","Federation adds a hop to a system nobody may queue behind.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,queue:Surge queue,ratelimiter:Rate limiter","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"identity-provider-multiregion","SSO identity provider — multi-region active-active","Web & API","SSO identity provider","multi-region active-active","txn","no","Federation adds a hop to a system nobody may queue behind.","Two live regions; replication lag becomes a correctness question.","10","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,gslb:Global LB,cdc:Replicator","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"static-hosting","Static site hosting","Web & API","Static site hosting","base","readheavy","no","Almost pure CDN; the interesting failure is in the build.","The straightforward shape, sized for steady load.","7","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search","client>cdn>lb>app,app>cache,app>sql,app>search"
"static-hosting-readheavy","Static site hosting — read-heavy","Web & API","Static site hosting","read-heavy","readheavy","no","Almost pure CDN; the interesting failure is in the build.","Reads dominate 50:1; the design lives or dies on hit rate.","8","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,cache:Edge cache","client>cdn>lb>app,app>cache,app>sql,app>search"
"static-hosting-bursty","Static site hosting — burst-tolerant","Web & API","Static site hosting","burst-tolerant","readheavy","no","Almost pure CDN; the interesting failure is in the build.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,queue:Surge queue,ratelimiter:Rate limiter","client>cdn>lb>app,app>cache,app>sql,app>search"
"static-hosting-multiregion","Static site hosting — multi-region active-active","Web & API","Static site hosting","multi-region active-active","readheavy","no","Almost pure CDN; the interesting failure is in the build.","Two live regions; replication lag becomes a correctness question.","9","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,gslb:Global LB,cdc:Replicator","client>cdn>lb>app,app>cache,app>sql,app>search"
"forum","Discussion forum","Web & API","Discussion forum","base","readheavy","no","Read-dominated with a long tail of tiny writes.","The straightforward shape, sized for steady load.","7","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search","client>cdn>lb>app,app>cache,app>sql,app>search"
"forum-readheavy","Discussion forum — read-heavy","Web & API","Discussion forum","read-heavy","readheavy","no","Read-dominated with a long tail of tiny writes.","Reads dominate 50:1; the design lives or dies on hit rate.","8","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,cache:Edge cache","client>cdn>lb>app,app>cache,app>sql,app>search"
"forum-bursty","Discussion forum — burst-tolerant","Web & API","Discussion forum","burst-tolerant","readheavy","no","Read-dominated with a long tail of tiny writes.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,queue:Surge queue,ratelimiter:Rate limiter","client>cdn>lb>app,app>cache,app>sql,app>search"
"forum-multiregion","Discussion forum — multi-region active-active","Web & API","Discussion forum","multi-region active-active","readheavy","no","Read-dominated with a long tail of tiny writes.","Two live regions; replication lag becomes a correctness question.","9","client:Client,cdn:CDN,lb:Load balancer,app:App,cache:Cache,sql:Primary DB,search:Search,gslb:Global LB,cdc:Replicator","client>cdn>lb>app,app>cache,app>sql,app>search"
"wiki","Collaborative wiki","Web & API","Collaborative wiki","base","writeheavy","no","Concurrent edits on the same page are the design problem.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"wiki-readheavy","Collaborative wiki — read-heavy","Web & API","Collaborative wiki","read-heavy","writeheavy","no","Concurrent edits on the same page are the design problem.","Reads dominate 50:1; the design lives or dies on hit rate.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,cache:Edge cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"wiki-bursty","Collaborative wiki — burst-tolerant","Web & API","Collaborative wiki","burst-tolerant","writeheavy","no","Concurrent edits on the same page are the design problem.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"wiki-multiregion","Collaborative wiki — multi-region active-active","Web & API","Collaborative wiki","multi-region active-active","writeheavy","no","Concurrent edits on the same page are the design problem.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"pastebin","Snippet sharing","Web & API","Snippet sharing","base","writeheavy","no","Write once, read maybe never, store forever.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"pastebin-readheavy","Snippet sharing — read-heavy","Web & API","Snippet sharing","read-heavy","writeheavy","no","Write once, read maybe never, store forever.","Reads dominate 50:1; the design lives or dies on hit rate.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,cache:Edge cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"pastebin-bursty","Snippet sharing — burst-tolerant","Web & API","Snippet sharing","burst-tolerant","writeheavy","no","Write once, read maybe never, store forever.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"pastebin-multiregion","Snippet sharing — multi-region active-active","Web & API","Snippet sharing","multi-region active-active","writeheavy","no","Write once, read maybe never, store forever.","Two live regions; replication lag becomes a correctness question.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,gslb:Global LB,cdc:Replicator","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"shortlink-analytics","Click analytics API","Web & API","Click analytics API","base","pipeline","no","Every read is also a write, which doubles the interesting path.","The straightforward shape, sized for steady load.","7","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI","client>kafka>stream>lake>etl>warehouse>bi"
"shortlink-analytics-readheavy","Click analytics API — read-heavy","Web & API","Click analytics API","read-heavy","pipeline","no","Every read is also a write, which doubles the interesting path.","Reads dominate 50:1; the design lives or dies on hit rate.","8","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,cache:Edge cache","client>kafka>stream>lake>etl>warehouse>bi"
"shortlink-analytics-bursty","Click analytics API — burst-tolerant","Web & API","Click analytics API","burst-tolerant","pipeline","no","Every read is also a write, which doubles the interesting path.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,queue:Surge queue,ratelimiter:Rate limiter","client>kafka>stream>lake>etl>warehouse>bi"
"shortlink-analytics-multiregion","Click analytics API — multi-region active-active","Web & API","Click analytics API","multi-region active-active","pipeline","no","Every read is also a write, which doubles the interesting path.","Two live regions; replication lag becomes a correctness question.","9","client:Producer,kafka:Event log,stream:Stream processor,lake:Lake,etl:Transform,warehouse:Warehouse,bi:BI,gslb:Global LB,cdc:Replicator","client>kafka>stream>lake>etl>warehouse>bi"
"gateway-bff","Mobile BFF","Web & API","Mobile BFF","base","fanout","no","The mobile client’s round-trip budget forces aggregation server-side.","The straightforward shape, sized for steady load.","9","client:Client,cdn:CDN,gateway:API gateway,bff:BFF,micro:Service A,micro:Service B,micro:Service C,cache:Cache,sql:DB","client>cdn>gateway>bff,bff>micro,bff>micro,bff>micro,micro>cache,micro>sql"
"gateway-bff-readheavy","Mobile BFF — read-heavy","Web & API","Mobile BFF","read-heavy","fanout","no","The mobile client’s round-trip budget forces aggregation server-side.","Reads dominate 50:1; the design lives or dies on hit rate.","10","client:Client,cdn:CDN,gateway:API gateway,bff:BFF,micro:Service A,micro:Service B,micro:Service C,cache:Cache,sql:DB,cache:Edge cache","client>cdn>gateway>bff,bff>micro,bff>micro,bff>micro,micro>cache,micro>sql"
"gateway-bff-bursty","Mobile BFF — burst-tolerant","Web & API","Mobile BFF","burst-tolerant","fanout","no","The mobile client’s round-trip budget forces aggregation server-side.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","11","client:Client,cdn:CDN,gateway:API gateway,bff:BFF,micro:Service A,micro:Service B,micro:Service C,cache:Cache,sql:DB,queue:Surge queue,ratelimiter:Rate limiter","client>cdn>gateway>bff,bff>micro,bff>micro,bff>micro,micro>cache,micro>sql"
"gateway-bff-multiregion","Mobile BFF — multi-region active-active","Web & API","Mobile BFF","multi-region active-active","fanout","no","The mobile client’s round-trip budget forces aggregation server-side.","Two live regions; replication lag becomes a correctness question.","11","client:Client,cdn:CDN,gateway:API gateway,bff:BFF,micro:Service A,micro:Service B,micro:Service C,cache:Cache,sql:DB,gslb:Global LB,cdc:Replicator","client>cdn>gateway>bff,bff>micro,bff>micro,bff>micro,micro>cache,micro>sql"
"checkout","Checkout flow","Commerce & payments","Checkout flow","base","txn","no","The one path where a timeout costs revenue directly.","The straightforward shape, sized for steady load.","8","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
"checkout-regulated","Checkout flow — audited","Commerce & payments","Checkout flow","audited","txn","no","The one path where a timeout costs revenue directly.","Every mutation is evidence, and the audit path cannot be sampled.","11","client:Client,waf:WAF,gateway:API gateway,app:Transaction API,ledger:Ledger,sql:Records DB,queue:Settlement queue,worker:Settler,audit:Audit log,pii:PII vault,sign:Signer","client>waf>gateway>app,app>ledger,app>sql,app>queue>worker"
